WELL;DEPTH_MD;X_LOC;Y_LOC;Z_LOC;GROUP;FORMATION;CALI;RSHA;RMED;RDEP;RHOB;GR;SGR;NPHI;PEF;DTC;SP;BS;ROP;DTS;DCAL;DRHO;MUDWEIGHT;RMIC;ROPA;RXO;FORCE_2020_LITHOFACIES_LITHOLOGY;FORCE_2020_LITHOFACIES_CONFIDENCE;Cluster
35/11-11;2077.9796;530381.5;6775194.0;-2054.326172;SHETLAND GP.;Kyrre Fm.;12.874064445;;1.9271384478;1.6821887493;2.4239854813;108.20724487;;0.3882717192;3.1227881908;106.75092316;64.171882629;12.250000954;14.208087921;241.08998108;;0.0925112441;;0.8067061305;14.323262215;;65000;1.0;1
34/7-21;1244.222;450299.53125;6796000.0;-1218.193848;HORDALAND GP.;Utsira Fm.;17.637300491;;0.7901951671;0.5937920213;2.0853936672;72.504447937;;;7.5484046936;138.43614197;76.550674438;;;;;-0.035185389;;;;;65030;1.0;2
30/6-5;878.7544;497437.15625;6728313.5;-853.7508545;NORDLAND GP.;Utsira Fm.;19.140548706;0.8742706776;0.9542746544;1.0159695148;;24.551147461;;;;154.3815155;48.937919617;;2710.8061523;;;;;;;0.8797442913;30000;1.0;2
34/7-21;1756.158;450312.3125;6795991.0;-1729.880859;ROGALAND GP.;Lista Fm.;18.449699402;;0.9396057725;0.733961463;2.178800106;88.2813797;;;4.3795800209;134.8547821;56.093791962;;;;;0.0162212104;;;;;65000;1.0;2
16/2-6;2067.7707988;477774.46875;6520628.5;-2041.68042;VESTLAND GP.;Skagerrak Fm.;8.5836048126;;1.4018028975;1.3317425251;2.4049005508;54.889350891;;0.2312052548;5.2486801147;95.750358582;;8.5;7.4256091118;;;0.1008415818;;;7.2979354858;;30000;1.0;1
34/5-1 A;2523.8739924;478836.15625;6845698.0;-2476.549805;SHETLAND GP.;Kyrre Fm.;12.279431343;;1.2513684034;1.163146615;2.3263218403;78.907905579;;0.3524456322;5.4628005028;112.80913544;;12.250000954;38.663913727;235.1781311;;0.020444531;;;23.513143539;;65000;1.0;1
16/7-5;1850.9519852;446272.28125;6468388.0;-1824.094482;HORDALAND GP.;Skade Fm.;11.762342453;0.8284935355;0.8239981532;0.7089999914;2.0734071732;88.575920105;;0.4649863541;3.5691092014;145.9394989;69.75;;1.9037708044;;;0.0142489895;1.126368165;;;;65000;1.0;2
7/1-1;2100.8567996;450384.0;6406642.0;-2066.749268;ROGALAND GP.;Sele Fm.;13.234973907;0.6040159464;0.607661128;0.5676115751;;41.328479767;;;;130.09277344;28.50387764;12.250000954;1.1522632837;;1.1739020348;;1.449899435;;;;65000;1.0;2
15/9-15;521.128;436818.03125;6462991.5;-496.1266479;NORDLAND GP.;;18.507837296;1.4518703222;1.4518703222;1.7725412846;2.045712471;70.267982483;;;2.2692275047;160.92256165;48.134674072;17.5;29.913572311;;1.0078344345;0.0128816841;0.1306107789;;;-999.9000244;65000;3.0;2
25/2-7;2070.0900006;479878.875;6641112.5;-2044.973511;HORDALAND GP.;Frigg Fm.;18.28560257;0.8723868728;0.8723868728;0.8002624512;2.1826093197;53.357330322;;;3.9535176754;138.40423584;51.93371582;17.5;;;;0.0217835456;;;;;65000;1.0;2
25/4-5;3191.8228051;454469.53125;6603730.0;-3166.522949;SHETLAND GP.;Kyrre Fm.;12.834541321;;1.9349976778;1.7300697565;2.5299873352;39.037731171;;0.2661663294;;90.746391296;;12.250000954;;;0.5845409632;0.0;;;;;80000;1.0;1
35/11-6;3042.5436;524977.875;6784901.5;-3014.364502;VIKING GP.;Draupne Fm.;12.437499046;8.9554920197;6.3823914528;4.2180972099;2.4073798656;118.84798431;;0.3862221539;4.8212804794;104.15221405;66.124061584;;;203.1651001;;-0.016592491;;;;;65000;1.0;1
26/4-1;2959.3681995;501132.15625;6608171.5;-2936.098633;DUNLIN GP.;Drake Fm.;8.4765634537;3.8484466076;5.3858718872;3.6975717545;2.6061317921;95.547462463;;0.2904778421;3.5778038502;84.810722351;59.426834106;8.5;6.033390522;;-0.023437498;-0.012481457;0.1437916905;;;;65000;1.0;1
25/6-1;1943.48;488712.75;6598749.5;-1917.409424;ROGALAND GP.;Balder Fm.;17.50103569;1.2266638279;1.0470350981;1.2420700788;2.237098217;25.814409256;;;;118.6236496;102.72457123;17.5;3.3332998753;;0.0010358085;-0.001481027;0.1497830003;;;;65030;2.0;2
29/6-1;1443.8650007;444584.84375;6711933.5;-1418.749512;HORDALAND GP.;Grid Fm.;21.979356766;0.5219995975;0.8468037248;1.0261785984;;33.978092194;;;;150.81547546;63.607448578;;;;;;;;;0.5973473191;30000;1.0;2
25/2-14;3513.1379006;476902.34375;6625396.0;-3487.350098;DUNLIN GP.;Sleipner Fm.;9.0469999313;5.0106658936;3.4543881416;3.6853070259;2.6356334686;128.92849731;;0.3141272962;3.981456995;90.534545898;81.564971924;8.5;;;0.5469998717;0.0364203118;;;;;65000;1.0;1
34/2-4;1894.465436;482079.25;6847169.5;-1861.421875;HORDALAND GP.;Utsira Fm.;12.903396606;;0.5870031714;0.5936791897;;45.589969635;;;;150.55625916;46.546161652;;;;;;;;;;65030;2.0;2
35/4-1;1351.476;516083.375;6822415.5;-1325.401001;HORDALAND GP.;;19.993040085;;1.3412110806;1.2958068848;;50.582805634;;0.5189757347;;135.85171509;;26.000001907;13.446199417;;;-0.043142218;;;;;65000;1.0;2
31/3-2;1288.0889011;536843.625;6748638.0;-1263.018066;ROGALAND GP.;Lista Fm.;;;0.7399564981;0.6240552664;2.1276469231;67.62702179;;0.4600194097;;149.16693115;167.80078125;;;;;-0.002029361;;;;;65000;1.0;2
17/11-1;2652.961016;520153.1875;6452287.5;-2625.961182;ZECHSTEIN GP.;Smith Bank Fm.;12.28195858;;;1379.8876953;2.0248785019;16.60052681;;0.0542941764;;68.676773071;;;49.974475861;;;-0.007940772;1.3660209179;;;;88000;1.0;3
31/3-3;1881.93;545913.125;6744804.5;-1854.295898;VIKING GP.;Sognefjord Fm.;12.338988304;4.1026000977;4.1026678085;2.7800240517;2.402987957;62.016674042;;0.2973103821;;89.455627441;47.409801483;12.250000954;;;;0.0234399997;;;;;65030;1.0;1
17/11-1;1645.353016;520153.1875;6452287.5;-1618.353027;CROMER KNOLL GP.;Sola Fm.;13.716206551;0.7837827802;1.7193113565;1.3819162846;2.2562317848;85.887245178;;0.4240449965;;128.24981689;32.652954102;;78.571403503;;;0.0425950214;1.1982640028;;;;65000;1.0;2
35/9-2;1724.3443577;550231.25;6800630.5;-1692.276245;SHETLAND GP.;Kyrre Fm.;12.688000679;;2.5910933018;1.6022810936;2.3933229446;87.328971863;;;;;163.85975647;12.250000954;;;0.4379996955;-0.006098969;;;;;65000;2.0;1
31/3-2;519.42490112;536836.5625;6748638.0;-494.409668;NORDLAND GP.;;;;1.244790554;1.2810206413;1.9029997587;47.161499023;;0.5232610703;3.1563940048;180.60444641;139.8770752;;;;;0.0018556003;;;;;65000;1.0;2
31/2-1;1560.2042;530204.8125;6737677.0;-1536.158813;VIKING GP.;Heather Fm.;11.988212585;140.03627014;10.073204994;14.898036003;2.0670883656;58.153663635;;0.2772855461;;111.39143372;11.941902161;12.250000954;;;;-0.008920297;;;;39.578258514;65030;2.0;2
31/2-8;2343.6689795;526934.25;6758510.0;-2318.520264;VIKING GP.;Heather Fm.;12.007936478;5.4585156441;2.9065606594;2.1901102066;2.4166197777;70.319274902;73.511611938;0.3713571727;6.00791502;88.985954285;66.273605347;;;;;0.0011768974;;;;5.7071242332;65000;1.0;1
31/4-10;1225.3883926;510281.03125;6721197.0;-1203.368896;HORDALAND GP.;Utsira Fm.;12.207587242;1.2889636755;1.232673049;1.2880949974;2.037550211;74.509742737;;;;141.86380005;178.76782227;;;;;;;;33.528568268;1.3402469158;65000;1.0;2
35/9-6 S;2033.56;537150.375;6804505.5;-1996.917114;SHETLAND GP.;Kyrre Fm.;12.217066765;;1.2444881201;1.2902463675;2.3762347698;96.687957764;;0.334002018;;117.64009094;;;;;;;;1.0582926273;18.257068634;;65000;1.0;1
34/11-2 S;3833.224;467017.96875;6788165.5;-3762.427734;VIKING GP.;Draupne Fm.;10.961009979;;7.5132088661;9.2763977051;2.620279789;56.174095154;;0.1335875541;4.0234584808;75.959251404;-6.609531879;;;;;0.0075862906;;;4.0379199982;-999.0;30000;1.0;1
35/9-6 S;2016.536;537152.9375;6804505.0;-1980.097168;SHETLAND GP.;Kyrre Fm.;12.275017738;;1.1037201881;1.1412426233;2.3554503918;102.78952789;;0.3621247113;;117.60413361;;;;;;;;0.9471898079;23.982381821;;65000;1.0;1
31/2-7;1355.7449316;524584.1875;6747132.0;-1330.697021;ROGALAND GP.;Balder Fm.;17.974355698;;1.7058290243;1.6350923777;2.19703269;65.026542664;;0.455645144;;120.18997955;68.516746521;;;;;0.0165449958;;;;;99000;3.0;2
34/10-19;734.944;460123.84375;6783932.0;-712.914978;NORDLAND GP.;;14.504794121;1.81237185;1.8524708748;2.281494379;2.0948023796;79.741127014;;0.4288312793;;131.18296814;2.963098526;;;;;0.0397190452;;;;2.0049445629;65000;1.0;2
16/2-11 A;1611.9151995;475451.125;6518774.5;-1458.779785;ROGALAND GP.;Sele Fm.;12.198829651;;0.6262873411;0.6515399218;2.0495798588;116.28512573;;0.4923935235;3.6947352886;132.98831177;;12.250000954;47.475666046;;;-0.017513374;;;48.703197479;;65000;1.0;2
31/2-9;1386.5530842;525389.125;6749874.0;-1361.499146;ROGALAND GP.;Sele Fm.;17.73500824;;0.9723823667;0.8097234368;2.1013247967;85.934997559;;0.4475701451;3.1658942699;136.35218811;66.162345886;;;;;-0.018555215;;;;;65000;1.0;2
30/3-3;792.798;497357.5625;6737311.0;-770.7786865;NORDLAND GP.;Utsira Fm.;19.102096558;0.7142400742;1.1941567659;1.5053925514;1.3597764969;31.572473526;;;0.9627504349;145.22172546;57.187030792;;;;;-0.021663472;;;;0.714255631;65000;1.0;2
25/2-14;1500.6579006;476927.40625;6625434.0;-1478.168213;HORDALAND GP.;Grid Fm.;13.778862;1.4438924789;1.1459196806;1.2688308954;2.1301321983;58.993785858;;;3.5587842464;138.63467407;59.951503754;12.250000954;;;1.5288600922;0.0518678874;;;;;65000;1.0;2
34/8-1;3516.3290232;469629.0625;6803976.5;-3462.587402;HEGRE GP.;Lunde Fm.;8.8318004608;;4.1916184425;3.8191409111;2.4831683636;86.359336853;;0.2575714886;4.3150978088;76.610595703;33.021289825;8.375;;;;-0.003852869;;;;;65000;1.0;1
35/11-7;2844.654;531923.4375;6766798.0;-2815.351807;DUNLIN GP.;Statfjord Fm.;8.3417272568;0.8760207891;1.6527807713;0.5800287724;2.2529935837;41.180263519;;0.2028319091;2.8843209743;91.176582336;39.975738525;8.5;;;;0.0233607646;;;;;30000;2.0;1
35/12-1;1111.2068149;551766.0625;6783875.5;-1085.14563;ROGALAND GP.;Lista Fm.;18.818309784;0.5142775774;1.3281866312;1.7240349054;1.994705677;99.936401367;;;10.238933563;58.870346069;193.24832153;17.5;;;;0.0143279955;;0.348205924;;381.62719727;65000;1.0;2
25/5-1;2972.504;475882.875;6621548.0;-2946.520752;VIKING GP.;Heather Fm.;8.854514122;3.0288076401;2.2333111763;1.2969338894;2.3433609009;103.65026855;;0.3924583793;4.050702095;101.42913818;130.74971008;;8.911403656;;;0.0687620044;0.1401968896;;;3.8416135311;65000;1.0;1
31/2-8;3026.6049795;526901.5;6758500.0;-3000.445557;DUNLIN GP.;Johansen Fm.;8.3747596741;;6.0401721001;3.6976504326;2.4808335304;74.519309998;73.082824707;0.2513333559;6.0728731155;77.031929016;64.515739441;;;;;0.0524999984;;;;;65030;1.0;1
16/10-1;2745.2557898;444171.78125;6435572.5;-2719.670898;SHETLAND GP.;Svarte Fm.;8.6640996933;;6.4910435677;5.9429850578;2.588218689;27.191392899;;0.1160455346;4.1687731743;67.561538696;113.28151703;8.5;5.4941658974;;0.1640996933;0.0038027507;0.1557743102;;;;70000;2.0;1
25/5-4;2817.9203052;470379.09375;6608134.5;-2792.279297;VIKING GP.;Draupne Fm.;8.6309280396;13.976453781;9.6155452728;6.6079688072;2.2150228024;261.78851318;;0.5548505783;3.3297469616;124.88363647;42.060218811;8.5;;;0.1309279948;0.0138262231;;;;13.720370293;65000;1.0;2
25/8-5 S;2455.3664;464003.15625;6590924.0;-2315.394287;ROGALAND GP.;Lista Fm.;8.7143268585;1.3179883957;1.2599986792;1.537137866;1.525971055;116.26303864;;0.4752910733;12.529187202;;;8.5;8.0628919601;;0.2143271416;-0.052692246;1.2222292423;;;1.3292639256;65000;1.0;2
16/4-1;2585.8016039;449960.15625;6500260.0;-2559.988525;ZECHSTEIN GP.;Smith Bank Fm.;13.319999695;1999.8000488;;141.64820862;2.7908043861;28.184286118;;0.0358331837;;49.26234436;79.567382813;12.250000954;29.115283966;;1.0700000525;-0.01869492;0.1497830003;;;390.16119385;86000;1.0;1
31/2-9;627.92108423;525386.6875;6749869.5;-602.9138184;NORDLAND GP.;;17.605823517;;1.9614722729;2.2436971664;2.1866359711;51.044212341;;0.4201421738;6.7608504295;141.82119751;74.010795593;;;;;0.0314719006;;;;;65000;1.0;2
25/7-2;3880.2;454867.40625;6570990.0;-3852.240723;CROMER KNOLL GP.;Sola Fm.;12.652299881;3.8405513763;2.1248972416;0.2864115536;2.590057373;51.476402283;;;;86.317085266;;12.250000954;5.1435403824;;0.4013568759;0.0082097119;;3.196696043;;3.2528717518;65000;1.0;1
16/10-3;2335.3255993;460441.53125;6453743.5;-2294.992432;SHETLAND GP.;Hod Fm.;8.9375352859;2.7901360989;2.7936215401;3.3983476162;2.5107409954;46.171016693;;0.1233362183;3.7133851051;76.427078247;;8.5;48.479999542;143.3115387;0.4375349581;0.0150441453;0.1677569598;;;;70000;2.0;1
17/11-1;783.96901599;520153.1875;6452287.5;-756.9689941;HORDALAND GP.;;12.39826107;0.6816825271;1.6246342659;1.3070358038;2.0986132622;74.293159485;;0.518665731;;152.25341797;35.959159851;;183.0769043;;;0.046913147;1.0904202461;;;;65000;1.0;2
31/3-1;2086.941;539996.9375;6738647.5;-2063.581787;DUNLIN GP.;Johansen Fm.;8.5699653625;;7.8115768433;2.7848105431;2.5190649033;50.901371002;;0.1324447244;;60.887718201;17.172576904;8.5;;;;0.0435898602;;;;;70000;2.0;1
16/5-3;1841.87;474408.5;6510406.0;-1819.81311;CROMER KNOLL GP.;Roedby Fm.;8.5082912445;;1.6354863644;1.6113659143;2.3731088638;86.560539246;;0.3248588741;3.4356598854;114.14730072;;8.5;17.026002884;282.05291748;;-0.005691171;;1.9467555285;11.578866959;;65000;1.0;1
16/1-2;2733.2840015;455221.34375;6533321.5;-2708.283936;ZECHSTEIN GP.;Smith Bank Fm.;12.711752892;1.3058091402;1.313978672;1.2701481581;2.891626358;50.989387512;;0.3961455524;;133.15948486;82.901077271;8.5;702.03009033;;;-0.174246773;1.1742987633;;;;65000;2.0;1
25/2-13 T4;893.472;469343.59375;6628719.0;-871.0557251;NORDLAND GP.;Utsira Fm.;17.235710144;0.5582128763;0.654722333;0.7869309187;2.0552968979;42.40246582;;;2.3815340996;139.64855957;12.967875481;17.5;;;-0.264291883;0.0110009015;;;;;30000;1.0;2
35/4-1;4854.012;516209.09375;6822390.0;-4818.742188;DUNLIN GP.;Statfjord Fm.;8.4976224899;;8.2415409088;6.9503993988;2.6980495453;39.016025543;;0.1415248662;3.8997423649;73.165473938;;8.5;12.26060009;113.18080139;;-0.093624875;;;;;30000;1.0;1
35/11-6;1413.2556;525006.4375;6784873.5;-1385.931519;HORDALAND GP.;Utsira Fm.;19.417547226;;1.0093053579;0.9100514054;1.9271535873;74.074752808;;;7.6791334152;141.47409058;4.1706347466;;;;;-0.004057702;;;;;65000;1.0;2
34/5-1 A;2655.6579924;478862.1875;6845615.5;-2575.509521;SHETLAND GP.;Kyrre Fm.;12.214515686;;1.5253000259;1.4558913708;2.3285756111;76.856781006;;0.3303382993;5.1425299644;108.72171783;;12.250000954;38.289329529;226.2016449;;0.0076968721;;;32.6381073;;65000;1.0;1
25/8-5 S;1360.0544;463959.9375;6591325.5;-1334.385132;HORDALAND GP.;Grid Mb.;12.619273186;0.9376181364;0.7888151407;0.66473037;2.0389220715;89.992393494;;0.8953258395;13.713074684;142.05973816;-236.5479889;12.250000954;29.569997787;;0.3692677319;-0.031945299;1.2342119217;0.2908119261;;0.2741574645;65000;1.0;2
15/9-15;2844.904;436800.6875;6463017.5;-2819.491699;HEGRE GP.;Skagerrak Fm.;7.4824748039;4.4863114357;4.4863114357;6.2535424232;2.3230080605;23.716152191;;0.1928251684;4.3143396378;97.733757019;87.351722717;8.5;11.355989456;;-1.017525196;-0.040551901;0.1797395945;;;3.7331840992;30000;1.0;1
15/9-17;1513.0219984;438594.15625;6478952.5;-1490.982056;HORDALAND GP.;Utsira Fm.;14.218999863;0.8587273955;1.1286245584;1.1245770454;1.9389230013;62.137065887;62.557647705;0.4796970785;3.8476183414;136.99488831;35.074230194;;27.232652664;;;0.0103578335;0.1354038268;;;0.8600260019;65000;1.0;2
25/2-13 T4;1590.544;469381.21875;6628720.5;-1567.084106;HORDALAND GP.;Utsira Fm.;17.173269272;0.8407670856;0.8141076565;0.8880894184;2.0222756863;61.329425812;;;3.1599216461;144.91603088;37.795612335;17.5;;;-0.326730728;0.0352563299;;;;;65000;1.0;2
17/11-1;1203.337016;520153.1875;6452287.5;-1176.337036;SHETLAND GP.;Tor Fm.;16.57302475;2.9221935272;2.4203824997;3.1657555103;2.4360799789;25.358901978;;0.1635368019;;77.458076477;31.299562454;;41.657688141;;;0.0121441064;1.0904202461;;;;70032;1.0;1
26/4-1;2263.9681995;501134.28125;6608177.0;-2240.746826;ROGALAND GP.;Ty Fm.;12.428574562;0.9791684151;1.1891103983;1.2357151508;2.2016227245;62.110191345;;0.4112087488;11.980707169;113.84226227;71.182373047;12.250000954;19.17764473;;0.1785752922;-0.015731929;0.1893257201;;;;65000;1.0;2
16/11-1 ST3;1694.1692007;474588.90625;6436508.5;-1664.573975;SHETLAND GP.;Hod Fm.;12.426130295;;1.7668684721;1.1836374998;;12.237395287;;;;77.518569946;43.06212616;12.250000954;42.986473083;;;;1.1623160839;;;;70032;2.0;1
16/7-5;472.76798517;446273.78125;6468387.5;-445.9542236;NORDLAND GP.;;18.514177322;1.2961933613;1.2917957306;1.5647540092;;70.089530945;;;;152.91339111;27.46746254;;2.3112697601;;;;1.0664548874;;;;65000;1.0;2
25/11-19 S;1148.115705;465851.875;6564118.5;-1121.437866;HORDALAND GP.;Skade Mb.;8.5035486221;1.153401494;1.2882095575;1.4219175577;2.1811366081;77.323501587;;0.2753525674;4.1223154068;135.02682495;;;42.110229492;;;-0.001897384;0.1617656499;;;;65000;1.0;1
35/11-1;3283.3451228;535670.125;6783538.5;-3257.88623;HEGRE GP.;Statfjord Fm.;10.374520302;7.3228173256;5.9698719978;4.9410328865;2.6089203358;96.83656311;;0.1087321118;2.9625408649;72.515220642;20.059976578;;;;;-0.030176997;;;;7.5298967361;65030;1.0;1
25/7-2;4412.656;454929.84375;6570991.0;-4380.904785;VESTLAND GP.;Hugin Fm.;9.4801940918;34.403423309;28.321655273;17.612020493;2.5723073483;69.130332947;;0.2364142835;;82.128684998;167.04434204;8.5;5.4000000954;;1.0;-0.000376903;;30.958850861;;30.566513062;65000;1.0;1
30/3-3;2004.086;497350.3125;6737317.5;-1981.985229;ROGALAND GP.;Balder Fm.;16.818759918;2.6729214191;1.8453291655;1.5689415932;2.2184300423;27.883605957;;;8.0953912735;119.25374603;59.0664711;;;;;-0.006666655;;;;2.6754322052;99000;3.0;2
25/2-7;2422.8820006;479867.4375;6641108.0;-2397.529297;ROGALAND GP.;Lista Fm.;13.882935524;1.1135499477;1.1135499477;1.1876267195;2.3137423992;58.676422119;;0.3541817367;3.4318172932;115.01425171;48.044460297;12.250000954;;;;0.0070538418;;;;;65000;1.0;2
33/6-3 S;3318.0412;444842.5625;6829470.5;-3162.018066;SHETLAND GP.;Kyrre Fm.;12.121853828;;1.5700069666;1.6288101673;;75.520797729;;0.3312712312;;102.13713074;;12.250000954;38.870510101;201.96281433;;;;;39.713787079;;65000;1.0;1
7/1-1;553.95279956;450396.5625;6406647.5;-519.9501953;NORDLAND GP.;;18.080701828;1.3032364845;1.3004997969;1.4341601133;;51.550460815;;;;175.15881348;29.697120667;17.5;0.2252731621;;0.5807030201;;1.0544723272;;;;65000;1.0;2
34/10-35;2626.647;463391.65625;6771070.5;-2602.534912;SHETLAND GP.;Vaale Fm.;19.994894028;;1.1634992361;1.3011192083;2.4362039566;43.130374908;;;7.0407991409;105.40917969;46.119495392;;;;;0.1039104015;;;;;65030;1.0;2
34/8-3;1505.4724343;475751.625;6808442.5;-1482.378662;HORDALAND GP.;Utsira Fm.;14.377515793;0.7381468415;0.7611638904;0.6926419735;1.973755002;67.194221497;;0.4537491798;;156.19029236;10.72253418;;;;;-0.029204283;;;;;65000;1.0;2
31/6-8;1977.0444341;537151.5625;6713675.0;-1951.961182;VIKING GP.;Heather Fm.;8.25;;1.3825817108;1.487588644;2.3336093426;78.462333679;;0.4308877885;;97.434417725;61.236190796;8.375;;;;-0.013696944;;;;;65030;1.0;1
33/6-3 S;2569.1372;444453.34375;6829564.5;-2537.19873;SHETLAND GP.;Kyrre Fm.;12.085647583;;2.0241541862;2.0490260124;;66.726028442;;0.3254452944;;101.67435455;;12.250000954;24.289606094;217.69374084;;;;;25.477127075;;65000;1.0;1
30/6-5;1344.4824;497434.9375;6728313.5;-1319.462891;HORDALAND GP.;Utsira Fm.;18.266231537;1.0647594929;0.8518463373;0.9603787065;2.0156235695;38.02463913;;0.4731043577;;144.52056885;54.8658638;;;;;-0.009932333;;;;1.1531494856;65000;1.0;2
31/6-8;1550.0764341;537156.625;6713678.0;-1525.043579;VIKING GP.;Sognefjord Fm.;12.093700409;1.1957676411;163.63153076;110.83182526;1.9305890799;40.599182129;;0.1552558392;;147.53128052;10.776771545;12.250000954;;;;-0.028074075;;;;1.1692067385;30000;1.0;2
31/3-4;1510.529638;537245.5;6759164.0;-1470.425415;SHETLAND GP.;Kyrre Fm.;8.5059995651;1.3836380243;1.3438321352;1.3294382095;2.2934980392;93.896957397;;0.3611150682;3.9819655418;124.89207458;;8.5;15.158456802;300.11898804;;-0.015116302;;1.3283369541;17.773799896;;65000;1.0;1
33/6-3 S;3984.4092;445196.09375;6829392.5;-3713.293457;CROMER KNOLL GP.;Roedby Fm.;12.312648773;;1.39716959;1.3907438517;2.5785024166;83.760131836;;0.3489821851;5.3027620316;97.798706055;;12.250000954;2.4316613674;223.02955627;;-0.00305064;;;2.9732763767;;65000;1.0;1
35/4-1;4876.356;516212.78125;6822386.0;-4840.474609;DUNLIN GP.;Statfjord Fm.;8.3690404892;;5.6046566963;4.1840100288;2.439596653;17.2541008;;0.1023369208;2.9953896999;76.420936584;;8.5;6.4247617722;120.26528168;;-0.103152186;;;;;30000;1.0;1
34/11-2 S;2450.024;466827.25;6788237.0;-2424.654785;SHETLAND GP.;Kyrre Fm.;17.772953033;;1.0875208378;1.3480703831;2.3470697403;99.246994019;;;6.7641201019;111.24827576;-1.357954144;;;;;0.0353839993;;;8.6999998093;-999.0;65000;2.0;2
34/2-4;1982.473436;482079.6875;6847170.0;-1949.426392;ROGALAND GP.;Lista Fm.;17.618766785;;0.8406778574;0.8516141176;;51.709388733;;;;142.0181427;56.880001068;;;;;;;;;;65030;2.0;2
35/12-1;2340.8868149;551808.4375;6783875.5;-2313.347168;CROMER KNOLL GP.;Aasgard Fm.;13.480391502;4.1550107002;2.317586422;2.3607437611;2.4973189831;86.804763794;;0.2700930238;3.9269454479;96.217048645;-170.3987732;12.250000954;;;;0.0127418041;;3.0843799114;;3.414276123;65030;1.0;1
34/10-19;1831.168;460100.6875;6783934.0;-1808.724976;CROMER KNOLL GP.;Burton Fm.;11.431263924;1.2524229288;1.0593818426;0.8315598965;2.2686491013;65.76134491;;0.451544404;;144.83711243;74.018180847;;;;;-0.004227231;;;;1.2740216255;65000;1.0;2
25/2-14;3088.9059006;476870.84375;6625402.0;-3064.863281;VIKING GP.;Heather Fm.;9.3320302963;1.6701296568;1.2153773308;1.192470789;2.5137245655;102.76771545;;0.3626424968;4.4748878479;95.097167969;69.656455994;8.5;;;0.8320298791;0.0822084025;;;;;65000;1.0;1
35/3-7 S;3474.0918514;543913.6875;6856658.0;-3369.753662;CROMER KNOLL GP.;Roedby Fm.;8.5826997757;;7.5081930161;6.8321013451;2.6236896515;75.620262146;;0.113975428;4.8767004013;70.061012268;;8.5;11.804977417;135.37576294;;-0.010577158;;8.6053724289;16.411888123;;30000;1.0;1
31/4-10;1415.6923926;510283.625;6721196.5;-1393.652466;HORDALAND GP.;Utsira Fm.;12.10159874;1.1504015923;0.859293282;0.8067978024;1.9737062454;73.124893188;;;;148.7355957;162.24996948;;;;;;;;83.944213867;1.1504018307;65000;1.0;2
25/7-2;3904.368;454869.78125;6570989.5;-3876.286865;CROMER KNOLL GP.;Sola Fm.;13.354008675;;2.8992290497;0.3106950223;;24.503574371;23.059169769;0.2776325345;;80.14289856;;12.250000954;3.2725958824;;-0.644575953;;;2.5608596802;;2.8748385906;65000;1.0;1
